last_name, first_name,player_id,year,slg_percent,on_base_percent,on_base_plus_slg,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,
Santana, Carlos,467793,2020,.350,.349,.699,88,12.2,32.3,6.7,36.6,
Belt, Brandon,474832,2020,.591,.425,1.015,90.7,18,40.7,16.8,46.9,
Smoak, Justin,475253,2020,.361,.250,.611,89.6,15.3,33.3,3.8,39.7,
Avila, Alex,488671,2020,.286,.355,.641,85.3,12.6,51.9,3.7,40.7,
Brantley Jr., Michael,488726,2020,.476,.364,.840,88.7,10.2,34.5,4.9,37.3,
Castro, Jason,488771,2020,.375,.293,.668,92.7,19.7,42.6,14.9,55.3,
Gurriel, Yuli,493329,2020,.384,.274,.658,89.3,13.9,34.4,3.7,36.5,
Rojas, Miguel,500743,2020,.496,.392,.888,87.3,11.9,38.3,0.9,31.8,
Escobar, Eduardo,500871,2020,.335,.270,.605,88.6,18.1,34.8,5.5,31.7,
Martinez, Jose,500874,2020,.295,.265,.561,87.9,6.2,31.1,4.9,32.8,
Adrianza, Ehire,501303,2020,.270,.287,.557,85.9,16,33.3,3,24.2,
Davis, Khris,501981,2020,.329,.303,.632,87.7,18.9,38.3,8.3,31.7,
Pham, Tommy,502054,2020,.312,.312,.624,92.8,2.4,22,7.3,50,
Martinez, J.D.,502110,2020,.389,.291,.680,89.5,14.7,39.6,11,41.6,
Reddick, Josh,502210,2020,.378,.314,.692,85.9,19.1,34.7,4.8,29.3,
Dyson, Jarrod,502481,2020,.180,.227,.408,82.7,5.7,23.5,0,17.6,
Murphy, Daniel,502517,2020,.333,.273,.606,85.1,15.5,35.9,4.9,25.2,
Goldschmidt, Paul,502671,2020,.466,.416,.882,89.2,11.7,42.3,10.7,40.9,
Gonzalez, Marwin,503556,2020,.320,.286,.606,89.2,12.6,31.9,5.1,38.4,
Leon, Sandy,506702,2020,.242,.296,.539,84.9,17.9,37.8,4.4,28.9,
Altuve, Jose,514888,2020,.344,.286,.629,86.7,9.3,24.8,4.6,33.3,
Hernandez, Cesar,514917,2020,.408,.352,.760,89.1,5.6,37.3,4,37.3,
Segura, Jean,516416,2020,.422,.346,.767,87.7,11.2,31.8,6.1,38.5,
Castro, Starlin,516770,2020,.450,.302,.752,87.1,16.8,27.7,4.3,29.8,
Marte, Starling,516782,2020,.430,.340,.770,87.1,6.5,30.3,6.4,30.3,
d'Arnaud, Travis,518595,2020,.533,.386,.919,93.4,8.1,42.2,11.2,57.8,
Dietrich, Derek,518618,2020,.459,.347,.806,85.4,12.6,47.5,12.5,35,
Donaldson, Josh,518626,2020,.469,.373,.842,92.8,6.2,24.1,6.9,53.4,
Freeman, Freddie,518692,2020,.640,.462,1.102,92.4,17.2,49.2,14.7,54.2,
Grandal, Yasmani,518735,2020,.422,.351,.773,90.3,15.6,38.1,7.6,43.8,
Heyward, Jason,518792,2020,.456,.392,.848,87.6,11.3,42,4.5,40.2,
LeMahieu, DJ,518934,2020,.590,.421,1.011,91.3,2.3,29.7,2.9,45.7,
Moreland, Mitch,519048,2020,.551,.342,.894,88.2,12.5,31.7,14.4,40.4,
Moustakas, Mike,519058,2020,.468,.331,.799,88.8,16.3,36.2,9.5,40,
Rizzo, Anthony,519203,2020,.414,.342,.755,87.7,16.7,34.7,7.8,34.7,
Romine, Austin,519222,2020,.323,.259,.582,87.9,7.7,33.3,4.8,47.6,
Sogard, Eric,519299,2020,.278,.281,.560,84.4,15.2,43.8,0,14.6,
Stanton, Giancarlo,519317,2020,.500,.383,.883,91.1,8.3,38.8,18.4,51,
Thames, Eric,519346,2020,.317,.300,.617,88.7,14.6,35.8,6.2,46.9,
Vogt, Stephen,519390,2020,.278,.247,.525,87.3,21.2,23.6,3.6,30.9,
Galvis, Freddy,520471,2020,.404,.308,.712,87,13.6,27,4.5,27.9,
Perez, Salvador,521692,2020,.633,.353,.986,91,14.2,41.7,13.9,47,
Flores, Wilmer,527038,2020,.515,.315,.830,87.9,19,37.4,6.1,34.4,
Garcia, Avisail,541645,2020,.326,.333,.659,87.4,8.7,37.1,3.8,37.1,
Inciarte, Ender,542255,2020,.250,.260,.510,78.2,8.4,29.8,1.1,6.4,
Ozuna, Marcell,542303,2020,.636,.431,1.067,93,16.4,39.1,15.4,54.4,
Villar, Jonathan,542340,2020,.292,.300,.591,86.6,1.6,18.7,1.5,35.3,
Santana, Danny,542454,2020,.273,.238,.511,90.9,14.7,28.1,9.4,46.9,
Aguilar, Jesus,542583,2020,.457,.352,.809,89.3,16,37.5,7.2,37.5,
Berti, Jon,542932,2020,.350,.383,.733,86.6,7.2,32.6,3.5,33.7,
Crawford, Brandon,543063,2020,.465,.326,.792,88.7,12.4,35.4,9.4,39.4,
Cron, C.J.,543068,2020,.548,.346,.894,85.5,20.6,34.6,19.2,34.6,
Dickerson, Alex,543105,2020,.576,.371,.947,90.9,17.8,30.3,10.7,44.3,
Gomes, Yan,543228,2020,.468,.319,.787,89.9,17.6,38.9,5.6,37.8,
Grossman, Robbie,543257,2020,.482,.344,.826,89,15.2,33.6,5.5,37.5,
Harrison, Josh,543281,2020,.418,.352,.769,83.8,15.4,33.3,4.3,23.2,
Hicks, Aaron,543305,2020,.414,.379,.793,88.2,11.1,29.8,6.9,38.2,
Hosmer, Eric,543333,2020,.517,.333,.851,90.8,8.7,33.3,10.3,47,
Kipnis, Jason,543401,2020,.404,.341,.744,86.2,18.2,28,9.3,30.7,
McCann, James,543510,2020,.536,.360,.896,90.5,15,40.6,8.7,47.8,
Miller, Brad,543543,2020,.451,.357,.807,89.8,11.2,33,13.4,43.3,
Nola, Austin,543592,2020,.472,.353,.825,89.7,12.5,40.3,7.8,43.4,
Rendon, Anthony,543685,2020,.497,.418,.915,90.1,19.5,39.2,6.3,40.5,
Semien, Marcus,543760,2020,.374,.305,.679,86.2,19.3,32.9,5,28.6,
Shaw, Travis,543768,2020,.411,.306,.717,90.9,19.8,34.2,7.9,44.7,
Springer III, George,543807,2020,.540,.356,.896,88.7,18.3,35.3,12.4,42.5,
Strange-Gordon, Dee,543829,2020,.213,.268,.482,79.2,14.1,30.6,0,4.8,
Vazquez, Christian,543877,2020,.457,.344,.801,88.4,14.4,33.1,4.6,40,
Wong, Kolten,543939,2020,.326,.346,.672,86.5,10.8,31.2,0.6,26.6,
Gregorius, Didi,544369,2020,.488,.338,.826,83.8,17.8,35.3,4.2,27.9,
Garcia, Leury,544725,2020,.441,.317,.758,87.3,7.5,26,6,26,
Vargas, Ildemaro,545121,2020,.314,.222,.536,85.3,2.1,23.8,2.4,28.6,
Grichuk, Randal,545341,2020,.481,.312,.793,88.9,12.6,27.2,11.2,39.6,
Stassi, Max,545358,2020,.533,.352,.886,91.6,15,31.9,11.1,41.7,
Trout, Mike,545361,2020,.603,.390,.993,93.7,23.1,36.1,15,55.1,
Ruiz, Rio,547004,2020,.427,.284,.711,87.9,10.5,27.7,8.5,39,
Wolters, Tony,547172,2020,.270,.275,.545,84.1,8.2,40.3,0,20.8,
Harper, Bryce,547180,2020,.542,.418,.960,92.5,16,33.3,17.3,50.7,
Perez, Roberto,547379,2020,.216,.264,.480,86,-2.5,23.7,3.4,32.2,
Abreu, Jose,547989,2020,.617,.370,.987,92.9,10.9,37.4,14.3,53.3,
Diaz, Elias,553869,2020,.353,.288,.641,87.4,12.9,34,11.3,41.5,
Narvaez, Omar,553882,2020,.269,.294,.562,81.6,18.7,36.2,7.2,21.7,
Suarez, Eugenio,553993,2020,.470,.312,.781,89.1,17.9,29.5,14.4,44.7,
Polanco, Gregory,570256,2020,.325,.213,.537,92.9,20.8,36.8,12.6,51.6,
Santana, Domingo,570267,2020,.286,.298,.583,85.5,5.4,26.7,6.7,33.3,
Gonzalez, Erik,570481,2020,.359,.254,.613,88.5,5.5,33.6,6.7,44,
Urshela, Gio,570482,2020,.490,.368,.858,91.4,12.3,38.5,6.9,40.8,
Schoop, Jonathan,570731,2020,.475,.322,.797,87.2,8.7,26.4,5.6,33.6,
Adams, Matt,571431,2020,.347,.216,.563,90.1,21.4,32.3,9.7,45.2,
Arenado, Nolan,571448,2020,.434,.303,.738,87.8,19.1,27.1,5.4,33.7,
Barnhart, Tucker,571466,2020,.388,.291,.679,85.4,19.7,35.7,7.1,18.6,
Farmer, Kyle,571657,2020,.313,.329,.641,89.6,18.2,37.3,5.9,45.1,
Goodwin, Brian,571718,2020,.417,.299,.715,89.9,20.7,41.3,10.9,41.3,
Hernandez, Enrique,571771,2020,.410,.270,.680,88.5,16.2,26.6,7.3,43.1,
Holt, Brock,571788,2020,.274,.283,.557,84,10.5,27.8,1.4,18.1,
Lamb, Jake,571875,2020,.352,.283,.635,90.2,16.7,36.5,7.9,50.8,
Muncy, Max,571970,2020,.389,.331,.720,88.5,14.2,29,12.4,40,
Murphy, John Ryan,571974,2020,.207,.222,.429,83,7.3,38.7,9.7,38.7,
Myers, Wil,571976,2020,.606,.353,.959,91,13.4,40.8,14.8,45.8,
Naquin, Tyler,571980,2020,.383,.248,.632,91.7,13,34.7,9.5,51.6,
Piscotty, Stephen,572039,2020,.358,.269,.627,88.1,13.5,34.3,6.5,39.8,
Pollock, AJ,572041,2020,.566,.314,.881,89.6,13,37.9,10.5,43.1,
Seager, Kyle,572122,2020,.433,.355,.788,89.1,17.7,30.7,10.2,39.8,
Taylor, Michael A.,572191,2020,.424,.253,.676,89,12.4,27.7,15.4,36.9,
Voit III, Luke,572228,2020,.610,.338,.948,88.9,15.2,37.5,13.1,40,
Walker, Christian,572233,2020,.459,.333,.792,90.4,11.5,34.5,6.4,48.5,
Zunino, Mike,572287,2020,.360,.238,.598,87.5,26.9,34.2,15.8,36.8,
Carpenter, Matt,572761,2020,.314,.325,.640,88.2,17,44.6,9.8,35.9,
Dickerson, Corey,572816,2020,.402,.310,.712,85.7,11.1,25.8,5.7,30.8,
Ruf, Darin,573131,2020,.517,.370,.887,89.4,12.5,34.4,9.4,43.8,
Yastrzemski, Mike,573262,2020,.568,.400,.968,88.2,18.4,35,10.9,42.3,
Contreras, Willson,575929,2020,.407,.356,.763,89.8,9.1,35.8,10.4,47.8,
Gyorko, Jedd,576397,2020,.504,.333,.838,88.6,15.3,35.8,16,43.2,
Iglesias, Jose,578428,2020,.556,.400,.956,86.2,7.6,43.7,3.2,36.5,
Hechavarria, Adeiny,588751,2020,.305,.302,.607,82.9,11.2,21.3,0,23.4,
Osuna, Jose,591741,2020,.397,.244,.641,89.1,14.7,37.1,12.9,41.9,
Bryant, Kris,592178,2020,.351,.293,.644,86.1,20.7,34.1,5.5,31.9,
Canha, Mark,592192,2020,.408,.387,.795,89.7,19.4,37.3,7.7,39.4,
Casali, Curt,592200,2020,.500,.366,.866,88.6,22.1,40.4,6.4,42.6,
Castellanos, Nick,592206,2020,.486,.298,.784,91,16.5,39.3,16,46.7,
DeShields, Delino,592261,2020,.318,.300,.618,84,5.8,30.5,1.2,19.5,
Gamel, Ben,592325,2020,.404,.315,.718,87.9,11.5,49.3,6.7,32,
Goodrum, Niko,592348,2020,.335,.263,.598,88.8,16,34.8,9.8,40.2,
Jones, JaCoby,592444,2020,.515,.333,.849,89.5,11,35.9,10.9,45.3,
Judge, Aaron,592450,2020,.554,.333,.888,92.2,15.7,36.2,11.6,40.6,
Machado, Manny,592518,2020,.580,.370,.950,90.2,15.6,34.6,11,43.5,
Marmolejos, Jose,592530,2020,.411,.261,.672,90.5,10.5,33.3,12,45.3,
Moran, Colin,592567,2020,.472,.325,.797,91.9,8.3,32.3,13.4,47.2,
Pederson, Joc,592626,2020,.397,.283,.679,93,12.5,26.4,10.3,44.8,
Realmuto, J.T.,592663,2020,.491,.349,.840,90.2,11.6,32.8,13.6,42.4,
Renfroe, Hunter,592669,2020,.393,.252,.645,89.4,17.3,23.3,9.3,38.4,
Rosario, Eddie,592696,2020,.476,.316,.792,87.5,18.1,30.3,6.2,35.4,
Simmons, Andrelton,592743,2020,.356,.346,.702,86.5,6,27.5,0,31.4,
Yelich, Christian,592885,2020,.430,.356,.786,94,7.1,32.3,12.1,55.6,
Merrifield, Whit,593160,2020,.440,.325,.764,86.1,15.8,39.8,5.1,27.3,
Bogaerts, Xander,593428,2020,.502,.364,.867,89,8.7,31.3,8.6,36.8,
Bonifacio, Jorge,593528,2020,.326,.277,.602,82.9,18.3,32.8,3.3,27.9,
Alberto, Hanser,593643,2020,.393,.303,.696,82.3,13.2,32.6,1,20.7,
Polanco, Jorge,593871,2020,.354,.301,.655,86.6,16.1,39,2.8,33.3,
Sano, Miguel,593934,2020,.478,.278,.757,95.2,20.2,31.3,22.9,57.3,
Calhoun, Kole,594777,2020,.526,.338,.864,89.4,17,36.1,11.8,38.2,
Duvall, Adam,594807,2020,.532,.301,.833,88.1,22.9,30.7,13.9,40.1,
Eaton, Adam,594809,2020,.384,.278,.662,87.8,5.7,30.5,4.6,38.2,
Garcia, Greg,594824,2020,.250,.268,.518,83.4,11.1,26.1,0,10.9,
Gosselin, Phil,594838,2020,.402,.324,.726,85.3,13.8,36.9,6.2,29.2,
Kiermaier, Kevin,595281,2020,.362,.321,.683,87.7,-0.4,28.1,6.3,41.7,
Knapp, Andrew,595284,2020,.444,.404,.849,86.8,11.9,40.7,7.4,33.3,
Riddle, JT,595375,2020,.224,.174,.398,88.8,6.8,16.7,3.7,27.8,
Alfaro, Jorge,595751,2020,.344,.280,.624,89.2,2.8,31.6,7,49.1,
Profar, Jurickson,595777,2020,.428,.342,.769,87.2,11,35.5,3.2,27.7,
Baez, Javier,595879,2020,.360,.238,.599,89.4,10.3,24.8,8.1,40.3,
Cave, Jake,595909,2020,.389,.285,.674,87.4,8.5,27.5,4.3,39.1,
Gallagher, Cam,595956,2020,.434,.350,.784,82.7,14.9,37.2,0,23.3,
Hedges, Austin,595978,2020,.290,.217,.507,90.2,18.6,26.9,7.7,38.5,
Heineman, Scott,595981,2020,.269,.185,.454,87,8.3,26.8,4.9,31.7,
Lindor, Francisco,596019,2020,.415,.335,.750,89.9,13.5,36.5,5.6,41.1,
Odor, Rougned,596059,2020,.413,.209,.623,86,20.7,28,11.8,32.3,
Slater, Austin,596103,2020,.506,.404,.910,89.2,10.9,45.3,14.1,45.3,
Smith Jr., Dwight,596105,2020,.365,.306,.671,89.9,8.1,22.2,6.7,44.4,
Story, Trevor,596115,2020,.519,.355,.874,89.9,20.8,40.1,8.7,41.3,
Vogelbach, Daniel,596129,2020,.391,.331,.722,89.5,10.2,29.3,8.5,41.5,
Sanchez, Gary,596142,2020,.365,.253,.618,91.8,19.2,29.3,17.4,50,
Kepler, Max,596146,2020,.439,.321,.760,88.5,21.9,30.9,5.1,38.2,
Quinn, Roman,596451,2020,.315,.259,.573,85.8,9.7,22.9,2.9,25.7,
Franco, Maikel,596748,2020,.457,.321,.778,86.7,8.4,33.3,5.8,38.6,
Choi, Ji-Man,596847,2020,.410,.331,.741,89,15.7,30.3,3.4,39.3,
Bradley Jr., Jackie,598265,2020,.450,.364,.814,88.3,4.4,29.2,7.6,36.1,
La Stella, Tommy,600303,2020,.449,.368,.817,88,17.1,32.1,4.8,28.3,
Severino, Pedro,600474,2020,.388,.320,.708,87.6,9.5,36.4,7.4,31.4,
Nunez, Renato,600524,2020,.492,.324,.816,86.3,21.1,37.9,12.1,36.4,
Candelario, Jeimer,600869,2020,.503,.369,.872,90.2,13.3,37.5,10.3,47.1,
Ahmed, Nick,605113,2020,.402,.327,.729,87.7,9.4,30.1,5.2,33.3,
Anderson, Brian,605119,2020,.465,.345,.810,87.4,9.6,34.8,9.6,39.3,
Barnes, Austin,605131,2020,.314,.346,.660,86.9,16.2,21.5,1.5,35.4,
Bell, Josh,605137,2020,.364,.305,.669,91.7,5.9,24.3,8.6,42.9,
Betts, Mookie,605141,2020,.562,.366,.927,90.7,18.5,40.1,7.7,43.4,
Caratini, Victor,605170,2020,.328,.333,.661,87.9,6.2,25.9,3.5,36.5,
Davis, J.D.,605204,2020,.389,.371,.761,90.1,3.3,29.6,8.9,45.2,
Machin, Vimael,605353,2020,.238,.296,.534,89.9,6.4,35.8,0,43.4,
Panik, Joe,605412,2020,.300,.340,.640,87.5,9.3,34.4,1.1,33.3,
Perez, Michael,605421,2020,.238,.237,.475,87.3,14.5,48.3,10.3,32.8,
Starling, Bubba,605490,2020,.237,.219,.456,84.2,8.1,36.4,3,30.3,
Zimmer, Bradley,605548,2020,.243,.360,.603,84.1,16.4,20.8,4.2,16.7,
Castro, Harold,605612,2020,.429,.407,.836,89,11.6,44.7,2.6,36.8,
Arcia, Orlando,606115,2020,.416,.317,.734,89,9.6,37.3,5.6,38.7,
Tapia, Raimel,606132,2020,.402,.364,.766,85.3,1.8,28.7,2,30,
Aquino, Aristides,606157,2020,.319,.304,.623,82.2,10.6,27.6,6.9,20.7,
Hernandez, Teoscar,606192,2020,.579,.338,.917,93.3,15.3,40.6,18,53.1,
Peraza, Jose,606299,2020,.342,.275,.617,85.4,20,37.2,4.3,27.7,
Marte, Ketel,606466,2020,.409,.323,.732,89.2,10,28.8,3.7,40.5,
Greiner, Grayson,606988,2020,.333,.182,.515,90,25.1,22.6,9.7,41.9,
Nimmo, Brandon,607043,2020,.484,.404,.888,87.2,7.6,30.8,7.7,32.9,
Peterson, Jace,607054,2020,.356,.393,.749,89.2,7.4,30.8,7.7,42.3,
Turner, Trea,607208,2020,.588,.394,.982,90.5,9.5,34.2,9.5,40.7,
Beaty, Matt,607461,2020,.360,.278,.638,90,7.9,38.9,2.8,41.7,
Pillar, Kevin,607680,2020,.462,.336,.798,87.1,13.4,34.7,5.4,36.5,
Stallings, Jacob,607732,2020,.376,.322,.698,88.6,12.4,33,4.5,37.5,
Ramirez, Jose,608070,2020,.607,.386,.993,88.7,23.2,36.7,10.2,35.6,
Bregman, Alex,608324,2020,.451,.350,.801,88.9,17.3,35.9,3.9,33.6,
Gallo, Joey,608336,2020,.378,.301,.679,91.2,26.8,28.9,14,43.9,
Kelly, Carson,608348,2020,.385,.264,.649,86.3,16.7,32.3,4.3,34.4,
Seager, Corey,608369,2020,.585,.358,.943,93.2,11.9,38.4,15.8,55.9,
Winker, Jesse,608385,2020,.544,.388,.932,92.1,10.5,37.5,13.5,49,
Mazara, Nomar,608577,2020,.294,.295,.589,91,6.7,28.3,7.6,48.9,
Guzman, Ronald,608597,2020,.436,.314,.750,86.3,6,37,7.4,33.3,
Plawecki, Kevin,608700,2020,.463,.393,.857,88.9,12.7,33.8,4.4,30.9,
Mondesi, Adalberto,609275,2020,.416,.292,.707,90.6,13.7,19.9,7.3,39.1,
Andujar, Miguel,609280,2020,.355,.277,.632,85.9,13.9,28.3,3.8,37.7,
Reyes, Franmil,614177,2020,.450,.344,.795,92.4,11.2,31.3,12.9,44.9,
Torrens, Luis,620443,2020,.371,.321,.692,93,13.9,32.1,1.8,57.1,
Lopes, Tim,621005,2020,.364,.278,.642,87.2,6.5,29.4,2.8,39.4,
Swanson, Dansby,621020,2020,.464,.345,.809,89.1,14.7,40.7,11.4,40.7,
Newman, Kevin,621028,2020,.276,.279,.555,85.5,8.7,32.6,0.7,28.3,
Taylor, Chris,621035,2020,.476,.364,.840,88,9.1,35.1,11.5,45,
Correa, Carlos,621043,2020,.383,.326,.709,88.6,11.4,26.8,5.9,41.8,
Dahl, David,621311,2020,.247,.222,.470,85.9,17,30.3,3,22.7,
Phillips, Brett,621433,2020,.392,.305,.697,84.9,13.7,44.4,8.3,22.2,
Buxton, Byron,621439,2020,.577,.267,.844,91.2,23.6,25,13.5,47.9,
Brinson, Lewis,621446,2020,.368,.268,.636,88.1,7.9,27.6,7.9,36.8,
Rios, Edwin,621458,2020,.645,.301,.946,91.5,14.5,40.7,13.6,45.8,
Stewart, DJ,621466,2020,.455,.348,.803,91.4,17.8,28.8,19.2,46.2,
Ward, Taylor,621493,2020,.383,.333,.716,91.1,10.4,31.8,4.5,47,
Stewart, Christin,621514,2020,.300,.222,.522,85.7,24.5,36.1,11.5,29.5,
Bemboom, Anthony,621532,2020,.417,.317,.733,86.7,11.8,36.8,2.6,28.9,
Wendle, Joey,621563,2020,.435,.342,.777,86.7,5.1,32.8,3.7,32.1,
Olson, Matt,621566,2020,.424,.310,.734,92.3,19.6,30.1,12.8,45.9,
Margot, Manuel,622534,2020,.352,.327,.679,89.4,7.5,32.2,4.1,33.9,
Camargo, Johan,622666,2020,.367,.244,.611,87.3,9.8,23.5,4.7,32.9,
Reyes, Victor,622682,2020,.391,.315,.706,90,10.7,39.5,3.8,41.4,
Heineman, Tyler,623168,2020,.214,.280,.494,82.4,34.3,21.1,2.6,10.5,
Velazquez, Andrew,623205,2020,.206,.260,.466,82.4,6.7,11.4,4.5,15.9,
Bote, David,623520,2020,.408,.303,.711,92.4,9.3,25.6,10.5,52.3,
Santander, Anthony,623993,2020,.575,.315,.890,88.6,24.7,40.6,10.2,36.7,
Lin, Tzu-Wei,624407,2020,.173,.175,.349,85.5,13.7,31.6,2.6,13.2,
Alonso, Pete,624413,2020,.490,.326,.817,90.2,15.5,30.4,12.8,41.2,
Arroyo, Christian,624414,2020,.440,.296,.736,89.9,7.8,23.1,7.7,41,
Biggio, Cavan,624415,2020,.432,.374,.805,87.4,16.7,31.4,5,30.8,
Conforto, Michael,624424,2020,.515,.412,.927,88.4,11,38.6,11,36.6,
Frazier, Adam,624428,2020,.364,.296,.659,85.5,12.3,34.9,4,25.1,
Trevino, Jose,624431,2020,.434,.277,.711,87.9,10.1,31.3,12.5,40.6,
Soler, Jorge,624585,2020,.443,.322,.765,92.5,15.5,36.7,18.9,51.1,
Cronenworth, Jake,630105,2020,.477,.354,.831,89.8,10.6,37.8,10.5,42.7,
Ervin, Phillip,640447,2020,.189,.292,.481,85.4,16,25,0,25,
Frazier, Clint,640449,2020,.511,.394,.905,89.4,11.6,38.6,12.5,43.2,
Meadows, Austin,640457,2020,.371,.296,.667,90.1,24.4,27.4,7.1,42.9,
Mercado, Oscar,640458,2020,.174,.172,.346,88.2,14.4,18,1.6,32.8,
Pinder, Chad,640461,2020,.393,.295,.688,92.3,13.7,18.6,9.3,44.2,
Anderson, Tim,641313,2020,.529,.357,.886,87.2,6.7,33.3,10.1,35.8,
Bellinger, Cody,641355,2020,.455,.333,.789,89.3,16.6,29.2,9.4,41.5,
Calhoun, Willie,641432,2020,.260,.231,.491,89.3,14.4,25.9,1.2,38.8,
Crawford, J.P.,641487,2020,.338,.336,.674,85.8,11.5,34.1,1.8,31.1,
Dozier, Hunter,641531,2020,.392,.344,.736,86.4,17,26.4,8.2,30.9,
Engel, Adam,641553,2020,.477,.333,.811,87.2,14,30.4,5.8,31.9,
Garver, Mitch,641598,2020,.264,.247,.511,92.4,18.6,30.6,8.3,50,
Guillorme, Luis,641645,2020,.439,.426,.865,89.8,10.7,46.3,2.4,31.7,
Hampson, Garrett,641658,2020,.383,.283,.666,86.3,14.4,39.6,8.1,23.4,
Lewis, Kyle,641786,2020,.437,.364,.801,88.3,11.1,37.2,11.7,35,
Locastro, Tim,641796,2020,.464,.390,.854,85.6,17.3,39.3,1.8,21.4,
McMahon, Ryan,641857,2020,.419,.295,.714,90.1,9.2,27.1,11.2,43,
Nottingham, Jacob,641924,2020,.458,.278,.736,87,20.1,28.6,14.3,39.3,
O'Neill, Tyler,641933,2020,.360,.261,.621,88,15.1,23.7,8.2,39.2,
Sisco, Chance,642082,2020,.378,.364,.741,88.8,20,45.6,12.3,36.8,
Smith, Dominic,642086,2020,.616,.377,.993,89.8,10.8,43,13.3,46.7,
Tellez, Rowdy,642133,2020,.540,.346,.886,90.7,10.6,30.5,8.4,45.3,
Valaika, Pat,642162,2020,.475,.313,.789,88.7,18.2,38.9,8.3,34.3,
VanMeter, Josh,642165,2020,.257,.228,.485,89,15.1,23.9,6.5,37,
Wade, Tyler,642180,2020,.307,.286,.593,86.6,13.4,30.9,1.5,27.9,
White, Eli,642201,2020,.229,.231,.460,88.1,15.4,33.3,3,33.3,
Sierra, Magneuris,642423,2020,.364,.321,.684,83.7,3.8,31.6,0,18.4,
Rosario, Amed,642708,2020,.371,.272,.643,86.5,4.2,30.3,3.7,33,
Adames, Willy,642715,2020,.481,.332,.813,88.8,12.5,36.9,9.9,40.5,
Estrada, Thairo,642731,2020,.229,.231,.460,83.5,2.9,24.1,3.4,27.6,
Benintendi, Andrew,643217,2020,.128,.308,.436,85.2,8.6,13,4.3,26.1,
Cooper, Garrett,643265,2020,.500,.353,.853,90.1,9.5,39.3,10.1,41.6,
Dubon, Mauricio,643289,2020,.389,.333,.722,86.2,16.7,40.3,4,30.6,
Jansen, Danny,643376,2020,.358,.306,.664,85.1,16.3,36.6,8.6,35.5,
Kemp, Tony,643393,2020,.301,.360,.661,85.8,18.8,42.7,1.2,15.9,
Kiner-Falefa, Isiah,643396,2020,.370,.329,.699,87.2,0.8,22.2,2.2,31.1,
Long Jr., Shed,643418,2020,.291,.242,.533,87.1,2.6,21.3,6.3,32.5,
McBroom, Ryan,643436,2020,.506,.282,.789,89,20.1,29.4,13.7,31.4,
McNeil, Jeff,643446,2020,.454,.383,.836,86.6,11.5,37,2.5,26.5,
Tauchman, Mike,643565,2020,.305,.342,.648,84.9,10.6,34.3,1.4,24.3,
Tromp, Chadwick,644433,2020,.426,.219,.645,90.1,10.1,25.6,9.3,37.2,
Albies, Ozzie,645277,2020,.466,.306,.773,86.7,17.8,35.2,9.1,28.4,
Robles, Victor,645302,2020,.315,.291,.606,82.2,19,37.3,1.7,22.9,
Ford, Mike,645801,2020,.270,.226,.496,89.7,8.4,30.5,6.8,39,
Devers, Rafael,646240,2020,.483,.310,.793,93,10.6,33.3,12.1,43.6,
Naylor, Josh,647304,2020,.330,.288,.618,86.8,7.8,28.2,3.5,34.1,
Toro, Abraham,647351,2020,.276,.237,.513,86.1,7.6,26.6,3.1,28.1,
Diaz, Aledmys,649557,2020,.483,.254,.737,87.3,10.2,37,2.2,26.1,
Urias, Luis,649966,2020,.294,.308,.602,87.7,2.3,22.1,1.3,27.3,
Arraez, Luis,650333,2020,.402,.364,.765,87.5,12.1,43.1,3.9,30.4,
Jimenez, Eloy,650391,2020,.559,.332,.891,92.4,5.7,32.9,16.5,55.7,
Torres, Gleyber,650402,2020,.368,.356,.724,88.6,14.9,33.3,3.7,38,
Castro, Willi,650489,2020,.550,.379,.929,85.3,11.3,38.3,9.6,31.9,
Diaz, Yandy,650490,2020,.386,.428,.814,88.3,-7.9,24.7,2.1,30.9,
Rengifo, Luis,650859,2020,.200,.264,.464,87.6,3.8,21.2,1.5,33.3,
Chapman, Matt,656305,2020,.535,.276,.812,93.6,24.1,40.4,18,51.7,
Chavis, Michael,656308,2020,.377,.259,.636,88.3,10,37.8,7.1,37.8,
Harrison, Monte,656509,2020,.255,.235,.491,81.7,4,42.9,19,28.6,
Haseley, Adam,656514,2020,.342,.337,.679,86.6,0.3,34.8,1.5,31.8,
Hilliard, Sam,656541,2020,.438,.272,.710,88.3,10.8,20.6,9.5,44.4,
Hoskins, Rhys,656555,2020,.503,.384,.887,89.8,24.8,32.4,14.8,42.6,
Luplow, Jordan,656669,2020,.359,.304,.663,83.5,24.7,35,6.7,25,
Mullins II, Cedric,656775,2020,.407,.307,.714,88.6,15.6,23.4,2.8,31.8,
O'Hearn, Ryan,656811,2020,.301,.303,.604,90.7,11.9,32.5,6.5,44.2,
Schwarber, Kyle,656941,2020,.393,.308,.701,92.8,8.8,28.8,11.2,47.2,
Tucker, Cole,657061,2020,.275,.250,.525,83.1,13.3,25,2.5,25,
Verdugo, Alex,657077,2020,.478,.367,.844,87,5.9,31.2,6.4,34.4,
White, Evan,657108,2020,.346,.252,.599,91.7,13.7,27.3,14.1,52.5,
DeJong, Paul,657557,2020,.349,.322,.671,89.2,21.7,41.5,7.5,40.6,
