last_name, first_name,player_id,year,slg_percent,on_base_percent,on_base_plus_slg,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,
Myers, Wil,571976,2018,.446,.318,.763,90.5,9.4,38.8,7.3,45.7,
Naquin, Tyler,571980,2018,.356,.295,.651,89.9,6.3,33.1,4.5,38.9,
Owings, Chris,572008,2018,.302,.272,.574,87.8,13.4,33.2,5.8,33.7,
Phegley, Josh,572033,2018,.344,.255,.599,84.9,14.4,30.9,2.9,22.1,
Piscotty, Stephen,572039,2018,.491,.331,.821,88.5,13.2,34.3,9.6,38.7,
Pollock, AJ,572041,2018,.484,.315,.799,89.2,13.5,31.5,10.3,40.3,
Rickard, Joey,572073,2018,.413,.300,.713,85.2,18.3,35.4,3.8,20.3,
Seager, Kyle,572122,2018,.400,.273,.673,89.8,18.5,37,5.6,39.6,
Taylor, Michael A.,572191,2018,.357,.286,.643,88.5,8.1,27.2,6.3,34.3,
Thompson, Trayce,572204,2018,.211,.161,.372,85.6,18.7,22.5,5,32.5,
Voit III, Luke,572228,2018,.671,.398,1.069,93,15.3,46,20,54,
Walker, Christian,572233,2018,.388,.226,.614,86.2,18.7,44.4,14.8,29.6,
Zunino, Mike,572287,2018,.410,.259,.669,89.8,18,33.3,13.8,44.4,
Goins, Ryan,572365,2018,.313,.250,.563,87,6.5,35.6,1.1,26.4,
Carpenter, Matt,572761,2018,.523,.374,.897,90.7,21.6,44.4,13.7,44.7,
Dickerson, Corey,572816,2018,.474,.330,.804,88.1,15.1,37.6,6.1,32.4,
Dozier, Brian,572821,2018,.391,.305,.696,86.8,17.5,30.5,6.3,29.1,
Saladino, Tyler,573135,2018,.397,.295,.692,91.3,17,40.9,6.8,43.2,
Contreras, Willson,575929,2018,.390,.338,.729,88.2,8,28.9,7.3,33.4,
Gyorko, Jedd,576397,2018,.416,.346,.762,87.3,15.2,35.6,7.6,31.3,
Iglesias, Jose,578428,2018,.389,.308,.697,84.8,12.1,31.5,1.3,22.6,
Travis, Devon,581527,2018,.381,.275,.656,88.4,7.8,31.4,5.1,37.8,
Hechavarria, Adeiny,588751,2018,.345,.277,.622,87.1,13.5,34.8,2.4,33.6,
Torreyes, Ronald,591720,2018,.370,.294,.664,81.8,10.4,36.9,1.2,9.5,
Osuna, Jose,591741,2018,.396,.252,.648,89,9.7,32.9,7.1,36.5,
Valera, Breyvic,591971,2018,.266,.293,.559,85.1,13.9,30.9,1.8,18.2,
Austin, Tyler,592122,2018,.480,.287,.767,88.6,14.8,36.8,15.1,42.3,
Bryant, Kris,592178,2018,.460,.374,.834,86,17.8,37.9,9.1,33.1,
Canha, Mark,592192,2018,.449,.328,.778,87,15.5,36.9,9.3,34.4,
Casali, Curt,592200,2018,.450,.353,.803,86.9,14.4,36.4,4.5,30.9,
Castellanos, Nick,592206,2018,.500,.354,.854,89.6,15.2,45.3,11.2,40.7,
Cowart, Kaleb,592230,2018,.241,.210,.451,86.9,21.8,34.8,4.3,30.4,
DeShields, Delino,592261,2018,.281,.300,.582,84.3,7.9,27.7,1.1,14,
Drury, Brandon,592273,2018,.260,.256,.516,88.2,13.5,38.6,7,33.3,
Foltynewicz, Mike,592314,2018,.069,.045,.114,78,-9,16,0,4,
Gamel, Ben,592325,2018,.370,.358,.728,88.7,7.2,36,3,33.5,
Goodrum, Niko,592348,2018,.432,.315,.747,88,11.1,37.9,8.3,35,
Gray, Jon,592351,2018,.115,.115,.230,83,-2.5,14.3,0,14.3,
Healy, Ryon,592387,2018,.412,.277,.688,89.6,12.3,32.2,7.1,41.6,
Holaday, Bryan,592407,2018,.258,.259,.517,83.6,15,34.4,0.8,17.6,
Jones, JaCoby,592444,2018,.364,.266,.629,89.1,12.7,35.5,5.9,35.2,
Judge, Aaron,592450,2018,.528,.392,.919,94.7,12.4,35.7,16.2,54.1,
Machado, Manny,592518,2018,.538,.367,.905,91.6,14.4,33.8,11.3,48.2,
Moran, Colin,592567,2018,.407,.340,.747,88.2,10.7,38.2,5.3,35.9,
Pederson, Joc,592626,2018,.522,.321,.842,91.5,15.8,30.3,8.6,40.3,
Realmuto, J.T.,592663,2018,.484,.339,.823,89.1,14.5,39.8,9,41.2,
Renfroe, Hunter,592669,2018,.504,.302,.805,89.9,18.4,29.1,12.4,43.3,
Rivera, Yadiel,592680,2018,.216,.269,.485,89.7,3.5,22.2,4.4,28.1,
Robinson, Drew,592685,2018,.294,.288,.582,88.4,13.1,44.2,9.6,36.5,
Rosario, Eddie,592696,2018,.479,.323,.802,87.7,17.8,32.8,8.3,33.9,
Simmons, Andrelton,592743,2018,.417,.337,.754,88.2,7.8,28.3,4.1,36.1,
Syndergaard, Noah,592789,2018,.170,.135,.305,84.7,16.7,31.6,5.3,31.6,
Taillon, Jameson,592791,2018,.088,.079,.167,84.1,-3.2,15,0,20,
Williams, Mason,592863,2018,.398,.326,.724,87.8,9.8,31.3,2.1,34.4,
Williams, Trevor,592866,2018,.116,.137,.254,83.1,-2.1,11.1,0,5.6,
Yelich, Christian,592885,2018,.598,.402,1.000,92.6,5,36.7,12.9,50.8,
Merrifield, Whit,593160,2018,.438,.366,.805,87.1,16.9,41.1,4.8,31,
Bogaerts, Xander,593428,2018,.522,.360,.883,90.6,12.6,32.9,9.8,41.8,
Bonifacio, Jorge,593528,2018,.360,.311,.671,85.9,19.3,39.9,7.7,28.7,
Hanson, Alen,593700,2018,.425,.271,.696,84.1,13.8,32.3,3.9,21.9,
Polanco, Jorge,593871,2018,.427,.342,.769,85.8,17.8,37.7,3.7,28.3,
Sano, Miguel,593934,2018,.398,.281,.679,90.3,12.6,24.8,11.1,44.8,
Briceno, Jose,593993,2018,.385,.297,.681,86.6,10.3,33.7,4.8,34.9,
Herrera, Rosell,594011,2018,.317,.285,.601,87.3,2.4,32.6,2.2,32.6,
Difo, Wilmer,594694,2018,.350,.296,.647,83.1,12.8,34.2,2.4,19,
Calhoun, Kole,594777,2018,.369,.283,.651,90.7,12.1,34.3,9.3,43.1,
deGrom, Jacob,594798,2018,.179,.203,.382,82.1,7.7,20,0,9.8,
Duvall, Adam,594807,2018,.365,.274,.639,89,22.6,31,10.4,41.6,
Eaton, Adam,594809,2018,.411,.392,.803,88,9,33.9,3.1,30.4,
Garcia, Greg,594824,2018,.304,.308,.612,84.3,11.8,31.3,2.7,25.2,
Gattis, Evan,594828,2018,.452,.284,.736,87.6,17.8,31.2,7.6,34.4,
Palka, Daniel,594953,2018,.484,.294,.778,92.6,11.6,28,14.4,49,
Schebler, Scott,594988,2018,.439,.337,.777,90.5,8.7,33.2,11,42.4,
Kiermaier, Kevin,595281,2018,.370,.281,.651,86,7.5,26.1,4.5,29,
Knapp, Andrew,595284,2018,.316,.293,.609,88.4,13.5,39.5,8.8,39.5,
Riddle, JT,595375,2018,.377,.274,.651,87.7,7.9,34.3,5.3,29,
Wallach, Chad,595453,2018,.267,.269,.536,85,8.5,21.7,4.3,26.1,
Alfaro, Jorge,595751,2018,.407,.324,.731,91.7,8.4,35.7,10.6,43.7,
Profar, Jurickson,595777,2018,.458,.335,.793,87.4,12.4,33.6,5,31.8,
Baez, Javier,595879,2018,.554,.326,.880,90.6,9.7,33.1,12.6,43.4,
Bird, Greg,595885,2018,.386,.286,.672,87.9,19.6,33.3,10.6,33,
Cave, Jake,595909,2018,.473,.311,.784,89.2,10.5,41.4,14.5,38.2,
Gallagher, Cam,595956,2018,.302,.246,.548,85.8,21.2,32,8,24,
Hedges, Austin,595978,2018,.429,.282,.711,85.6,16.1,30.8,6.5,29.9,
Lindor, Francisco,596019,2018,.519,.350,.869,90.6,14.8,34.3,9.5,40.8,
Odor, Rougned,596059,2018,.424,.325,.749,90.7,13.9,30.5,7.1,38.7,
Slater, Austin,596103,2018,.307,.333,.640,87.3,2.6,25.2,2.3,35.1,
Smith Jr., Dwight,596105,2018,.477,.347,.824,87.9,8.9,34,3.8,24.5,
Story, Trevor,596115,2018,.567,.348,.914,91,15.9,38.5,12.7,46,
Swihart, Blake,596119,2018,.328,.285,.613,86,13.9,34.1,5.2,26.7,
Vogelbach, Daniel,596129,2018,.368,.324,.691,92.4,10.1,36.1,11.5,52.5,
Sanchez, Gary,596142,2018,.406,.291,.697,90.1,14,28.1,13.9,41.4,
Cuthbert, Cheslor,596144,2018,.301,.282,.583,89.1,12.9,23.5,3.7,33.3,
Kepler, Max,596146,2018,.408,.319,.727,89.5,16.3,30.1,6.6,38.2,
Quinn, Roman,596451,2018,.412,.315,.727,87.5,9,28.9,2.1,28.1,
Franco, Maikel,596748,2018,.467,.314,.780,88,9.5,29.4,6.4,34.1,
Choi, Ji-Man,596847,2018,.505,.357,.863,90.3,13.8,35.8,11.7,43.1,
Bradley Jr., Jackie,598265,2018,.403,.314,.717,92.2,12.3,35.2,10.3,50.1,
O'Brien, Peter,598284,2018,.530,.338,.868,92.1,16.5,44.4,15.6,51.1,
Herrera, Dilson,599096,2018,.414,.268,.682,86.4,24.3,43.8,12.5,22.9,
La Stella, Tommy,600303,2018,.331,.333,.665,86,8.1,33.1,1.4,24.6,
Severino, Pedro,600474,2018,.247,.254,.501,83.5,14.5,29.9,2.1,18.4,
Nunez, Renato,600524,2018,.419,.322,.741,89,15.7,28.4,8.5,36.4,
Candelario, Jeimer,600869,2018,.393,.317,.710,87.1,15.3,32,6,33.6,
Rondon, Jose,602922,2018,.470,.280,.750,85.9,12.8,30,11.4,35.7,
Ahmed, Nick,605113,2018,.411,.289,.700,86.9,11.9,36.3,5.1,29.8,
Anderson, Brian,605119,2018,.400,.357,.757,90.2,8.7,29.2,5.8,42.4,
Barnes, Austin,605131,2018,.290,.328,.618,87.6,5.6,26.1,3.7,31.5,
Bell, Josh,605137,2018,.411,.357,.768,90.2,9.4,29.6,7,39.3,
Betts, Mookie,605141,2018,.640,.438,1.078,92.2,18.5,39.4,14.1,50.6,
Caratini, Victor,605170,2018,.304,.290,.594,88.5,6.7,29.6,3.5,36.5,
Davis, J.D.,605204,2018,.223,.248,.471,88.5,8.8,27,8.1,36.5,
Fisher, Derek,605233,2018,.392,.209,.602,93.4,3.1,43.6,12.8,43.6,
Garcia, Aramis,605244,2018,.492,.308,.800,87.2,18.5,37.5,12.5,40.6,
Martini, Nick,605361,2018,.414,.397,.811,88,2.9,36.8,2.6,40.2,
Nola, Aaron,605400,2018,.065,.057,.122,83.2,-9.4,12.1,0,6.1,
Panik, Joe,605412,2018,.332,.306,.639,86.6,9.9,32.4,2.7,29.7,
Perez, Michael,605421,2018,.392,.300,.692,88.2,17.9,36.2,1.7,29.3,
Smith, Mallex,605480,2018,.406,.362,.768,85.8,3.7,32.2,1.5,23,
Spangenberg, Cory,605486,2018,.362,.295,.657,88.4,8.2,34.5,5.7,37.8,
Suarez, Andrew,605498,2018,.064,.098,.162,82,-15.4,18.2,0,14.3,
Tilson, Charlie,605508,2018,.292,.322,.615,79.8,-0.3,24.7,0,16.9,
Tomlinson, Kelby,605509,2018,.264,.263,.527,83.5,2.5,26.4,0.9,16,
Tucker, Preston,605512,2018,.404,.299,.703,90.8,11.7,28.2,4,39.5,
Zimmer, Bradley,605548,2018,.330,.281,.611,90.1,5.2,33.9,8.1,41.1,
Arcia, Orlando,606115,2018,.307,.268,.575,86.4,4,24.3,2.3,28.2,
Hernandez, Teoscar,606192,2018,.468,.302,.771,91.8,17,34.8,15.5,45.9,
Peraza, Jose,606299,2018,.416,.322,.738,85.8,15,38.2,2.5,23.6,
Marte, Ketel,606466,2018,.437,.331,.768,88.9,5.8,28.8,5.2,36.7,
Greiner, Grayson,606988,2018,.281,.328,.609,87.9,10.7,38.8,7.5,35.8,
Nimmo, Brandon,607043,2018,.483,.404,.886,90,10.5,33.4,6.8,41.7,
Peterson, Jace,607054,2018,.324,.309,.633,87.7,10.6,31.8,3.2,32.5,
Turner, Trea,607208,2018,.416,.343,.759,89.1,9.3,28.8,5.8,38.7,
Lopez, Raffy,607257,2018,.284,.265,.549,86.2,19.3,39.3,4.9,27.6,
Smith, Kevan,607345,2018,.380,.348,.728,87.9,0.3,26,4.5,35.1,
Rua, Ryan,607387,2018,.360,.218,.577,90.4,14.4,30.3,10.1,40.4,
Andreoli, John,607430,2018,.262,.284,.546,83.2,17.9,34.9,2.3,16.3,
Blandino, Alex,607468,2018,.289,.320,.609,87.2,9.6,28.1,1.1,31.5,
Freeland, Kyle,607536,2018,.123,.113,.236,83.4,1.7,17.2,0,13.8,
Pillar, Kevin,607680,2018,.426,.282,.708,87.3,16.8,39.3,5.7,36.7,
Williamson, Mac,607776,2018,.383,.295,.678,87.3,2,28.4,7.5,40.3,
Ramirez, Jose,608070,2018,.552,.387,.939,89,19,34.3,8.3,35.1,
Bregman, Alex,608324,2018,.532,.394,.926,89.4,16.8,37.9,7.6,39.9,
Gallo, Joey,608336,2018,.498,.312,.810,94.4,21.9,37.9,22.9,49.5,
Russell, Addison,608365,2018,.340,.316,.657,86.7,11.8,36.4,2.2,26.5,
Seager, Corey,608369,2018,.396,.348,.744,92.3,9.9,37.6,8.2,40.5,
Williams, Nick,608384,2018,.425,.324,.749,88.8,10.6,36.8,6.8,37.9,
Winker, Jesse,608385,2018,.431,.404,.835,90.9,13.6,33.3,6.3,42.2,
Lugo, Dawel,608475,2018,.309,.267,.576,86.2,1.4,23,1.4,28.4,
Marquez, German,608566,2018,.350,.277,.627,87.2,1.9,22.2,3.7,22.2,
Mazara, Nomar,608577,2018,.436,.317,.753,90.5,5.3,28.2,8.5,43.4,
Murphy, Tom,608596,2018,.387,.250,.637,85.6,20.8,40.8,6.1,24.5,
Guzman, Ronald,608597,2018,.416,.306,.722,86.6,14.1,33.3,6.4,33.1,
Field, Johnny,608654,2018,.403,.253,.656,86.7,14.2,36.4,5.3,30.5,
Jankowski, Travis,608671,2018,.346,.331,.677,85.6,3.3,27.2,0.7,19.3,
Plawecki, Kevin,608700,2018,.370,.314,.684,87.1,11.5,26.9,4.6,36.1,
Refsnyder, Rob,608701,2018,.274,.311,.584,88.2,12.6,32.8,6.9,33.3,
Stratton, Chris,608717,2018,.163,.120,.283,86.3,-0.4,41.7,0,25,
Mondesi, Adalberto,609275,2018,.498,.302,.801,90,13.7,31.7,10.4,36.6,
Andujar, Miguel,609280,2018,.527,.328,.855,89.1,12.5,34.4,6.3,35.8,
Cordero, Franchy,614173,2018,.439,.305,.744,94.1,7.3,36.5,12.9,51.9,
Reyes, Franmil,614177,2018,.498,.340,.838,92.3,6.8,28.7,11.6,47.5,
Barreto, Franklin,620439,2018,.493,.253,.746,89.3,23.1,29.5,11.4,43.2,
Urena, Richard,620446,2018,.364,.333,.697,87,13,31.9,1.4,33.3,
Robertson, Daniel,621002,2018,.415,.382,.797,86.5,7.7,31.9,5.3,34.3,
Swanson, Dansby,621020,2018,.395,.300,.696,88,14.1,32.1,4.1,34,
Newman, Kevin,621028,2018,.231,.247,.478,83.5,5.7,34.8,1.4,17.4,
Taylor, Chris,621035,2018,.444,.331,.775,88.9,16.4,39.5,8.3,38.2,
Correa, Carlos,621043,2018,.405,.323,.728,88.2,11.6,33.1,7,33.4,
Valentin, Jesmuel,621044,2018,.304,.258,.562,84.9,20.4,42.9,1.8,16.1,
Eflin, Zach,621107,2018,.159,.080,.239,90,-5.8,10.5,5.3,21.1,
Dahl, David,621311,2018,.534,.325,.859,89.1,14.3,35,9.3,38.8,
Phillips, Brett,621433,2018,.306,.252,.558,85.5,10.4,31.1,4.1,29.7,
Buxton, Byron,621439,2018,.200,.181,.381,87.8,13.9,20.6,1.6,27,
Brinson, Lewis,621446,2018,.338,.239,.577,89.5,7.5,28,8.7,38.4,
Duggar, Steven,621453,2018,.390,.303,.693,85.7,13,36.7,4.1,30.6,
Ward, Taylor,621493,2018,.333,.245,.578,86.9,16.2,42.2,7.8,33.3,
Nido, Tomas,621512,2018,.238,.200,.438,85.7,8.8,28.8,1.7,32.2,
Stewart, Christin,621514,2018,.417,.375,.792,86.9,17.4,31.3,6.3,27.1,
Wisdom, Patrick,621550,2018,.520,.362,.882,90.5,17,38.7,12.9,41.9,
Moroff, Max,621559,2018,.356,.284,.640,85.1,13.4,42.9,8.6,34.3,
Wendle, Joey,621563,2018,.435,.352,.788,88.8,10.7,31.8,2.7,35.7,
Olson, Matt,621566,2018,.453,.335,.788,93.3,18.1,35.3,12.6,51.9,
Dean, Austin,621573,2018,.363,.279,.642,87.5,14.6,31.9,5.5,34.1,
Shaw, Chris,622046,2018,.278,.274,.552,87.8,12.3,28.1,6.3,37.5,
Wood, Alex,622072,2018,.045,.040,.085,81.4,-13.5,4,0,4,
Duffy, Matt,622110,2018,.366,.361,.727,86.8,4.8,33.7,1.2,28.1,
Munoz, Yairo,622168,2018,.413,.350,.763,87.4,4.6,31.3,4,30.4,
Maxwell, Bruce,622194,2018,.309,.207,.516,88.6,4.2,37.2,4.7,32.6,
Castillo, Luis,622491,2018,.119,.123,.242,79.8,-1.6,17.5,0,2.5,
Margot, Manuel,622534,2018,.384,.291,.675,89.4,11.5,34,3.3,37,
Reyes, Pablo,622569,2018,.483,.349,.832,91.6,8.8,29.8,8.5,48.9,
Camargo, Johan,622666,2018,.457,.349,.806,88.1,12.6,31.2,5,33.7,
Reyes, Victor,622682,2018,.288,.237,.525,85.4,6.2,31.5,3,26.2,
Bote, David,623520,2018,.408,.319,.727,93.7,3.9,27.6,10.2,52.8,
Santander, Anthony,623993,2018,.297,.250,.547,87.6,16.2,23.8,5,26.3,
Lin, Tzu-Wei,624407,2018,.415,.329,.744,88.1,13.1,39.6,4.2,27.1,
Arroyo, Christian,624414,2018,.396,.339,.735,91.9,0,21.6,8.1,56.8,
Conforto, Michael,624424,2018,.448,.350,.797,88,12.5,36.1,9.5,37.3,
Frazier, Adam,624428,2018,.456,.341,.797,88,10.4,34.5,4.1,31.5,
Puig, Yasiel,624577,2018,.494,.327,.820,89.5,12.1,33.8,10.6,41,
Soler, Jorge,624585,2018,.466,.354,.820,89.6,10.6,31.4,10.3,41.3,
Tocci, Carlos,624636,2018,.283,.259,.543,80.7,12.4,26.1,0,13.6,
Fernandez, Jose Miguel,628336,2018,.388,.309,.697,85.4,11.7,36.6,3,36.6,
Heredia, Guillermo,628338,2018,.342,.312,.654,86.4,11.1,31.3,2.8,26.9,
Ervin, Phillip,640447,2018,.404,.324,.728,85.9,16.7,37.7,4.3,34,
Meadows, Austin,640457,2018,.461,.325,.785,88.2,13.7,34.3,6.4,39.3,
Pinder, Chad,640461,2018,.436,.330,.767,91.2,14,37.3,14.2,42.5,
Anderson, Tim,641313,2018,.406,.281,.686,85.9,10.8,33.3,4.7,27.9,
Asuaje, Carlos,641319,2018,.280,.284,.565,87,15.4,34.7,4.1,25.9,
Bauers, Jake,641343,2018,.384,.314,.698,87.6,12.1,33.9,7,31.3,
Bellinger, Cody,641355,2018,.470,.343,.814,89.8,16.2,32.3,8.6,38.6,
Calhoun, Willie,641432,2018,.333,.269,.602,87.2,11.6,33.8,2.6,23.4,
Crawford, J.P.,641487,2018,.393,.312,.705,88.2,16.2,31.7,4.9,34.1,
Dixon, Brandon,641525,2018,.356,.218,.574,89.6,11.3,29.3,9.3,40,
Dozier, Hunter,641531,2018,.395,.278,.673,89.5,12.8,33.1,10.6,40.2,
Engel, Adam,641553,2018,.336,.274,.610,87.2,14.7,27.6,2.6,32.1,
Fowler, Dustin,641583,2018,.354,.256,.610,88.3,15.2,35.4,4.1,39.7,
Garver, Mitch,641598,2018,.414,.334,.748,89,12.7,31.5,5.6,38.8,
Guillorme, Luis,641645,2018,.239,.284,.523,87.2,7.4,31.3,0,31.3,
Hermosillo, Michael,641684,2018,.333,.274,.608,84.6,12.9,22.5,5,35,
Mancini III, Trey,641820,2018,.416,.299,.715,89.9,5.4,27.9,11.8,42.6,
McKinney, Billy,641856,2018,.462,.318,.780,88.8,18.7,41.4,8,37.9,
McMahon, Ryan,641857,2018,.376,.307,.683,89.3,7.5,34.7,5.1,44.1,
O'Neill, Tyler,641933,2018,.500,.303,.803,92.1,22.2,33.3,22.7,45.3,
Sisco, Chance,642082,2018,.269,.288,.557,88.4,13.6,30.9,4.3,28.7,
Smith, Dominic,642086,2018,.420,.255,.675,87.5,17.2,39.6,6.3,30.5,
Tellez, Rowdy,642133,2018,.614,.329,.943,88.7,10.6,46,12,40,
Valaika, Pat,642162,2018,.246,.211,.456,84.8,16.1,30.9,3.2,21.3,
Wade, Tyler,642180,2018,.273,.214,.487,86.2,1.9,20.9,2.3,20.9,
Mejia, Francisco,642336,2018,.375,.258,.633,86.7,8.8,29.7,8.1,29.7,
Sierra, Magneuris,642423,2018,.211,.218,.429,83.6,2.9,20.7,0,14.4,
Rosario, Amed,642708,2018,.381,.294,.675,87.7,7.8,32,3.9,32.2,
Adames, Willy,642715,2018,.406,.347,.753,86.7,8.5,32.7,6.6,29.1,
Wynns, Austin,642851,2018,.382,.280,.661,85.6,8,31.8,3.4,27.3,
Benintendi, Andrew,643217,2018,.465,.365,.829,88.6,12.7,37.6,6.4,33.5,
Godley, Zack,643327,2018,.057,.108,.164,81.4,-2,16.1,0,19.4,
Jansen, Danny,643376,2018,.432,.347,.779,85.1,21.1,30.8,9.2,27.7,
Kemp, Tony,643393,2018,.392,.346,.738,84.1,11.6,34.4,0.5,17.7,
Kiner-Falefa, Isiah,643396,2018,.357,.321,.677,84.9,7,28.7,0.7,23.7,
McNeil, Jeff,643446,2018,.471,.375,.846,86.5,16.2,31.2,2,28.9,
White, Tyler,643603,2018,.533,.354,.888,89,17,31.5,9.3,36.4,
Albies, Ozzie,645277,2018,.452,.304,.756,86.9,16.1,34,4.7,29.4,
Robles, Victor,645302,2018,.525,.348,.874,85,20.4,37.5,6.3,22.9,
Devers, Rafael,646240,2018,.433,.298,.731,90.9,11.2,30.2,9.1,42,
Diaz, Aledmys,649557,2018,.453,.303,.756,89.1,13.7,32.4,7.4,39.3,
Urias, Luis,649966,2018,.354,.264,.618,86.9,1.6,30.8,2.6,23.1,
Torres, Gleyber,650402,2018,.480,.339,.819,88.8,19,38.7,9.2,36.4,
Diaz, Yandy,650490,2018,.422,.375,.797,92.1,4.4,32.2,4.4,44.4,
Allen, Greg,656185,2018,.343,.306,.649,86.7,7.9,35.4,1.4,30.2,
Chapman, Matt,656305,2018,.508,.356,.864,93.1,14.9,30.5,8.9,47.8,
Flaherty, Jack,656427,2018,.152,.173,.325,85,-4.8,13.3,0,20,
Hoskins, Rhys,656555,2018,.496,.353,.849,89,22.6,35.8,11.4,39.5,
Luplow, Jordan,656669,2018,.359,.272,.631,86.3,16.6,32.4,6.8,24.3,
Mullins II, Cedric,656775,2018,.359,.309,.668,89.3,10.1,24.4,3,28.9,
Newcomb, Sean,656794,2018,.067,.057,.123,82,-16.6,5,0,15,
O'Hearn, Ryan,656811,2018,.597,.353,.950,91.4,17.7,33.7,12.5,44.2,
Schwarber, Kyle,656941,2018,.467,.355,.822,90.7,12.5,33.7,12.7,44.4,
Verdugo, Alex,657077,2018,.377,.326,.702,88.4,4.8,17.2,4.7,34.5,
DeJong, Paul,657557,2018,.433,.312,.746,89.3,19.1,38.1,9.4,39.9,
Laureano, Ramon,657656,2018,.474,.358,.832,89.8,10.3,34.3,11.1,41.7,
Moncada, Yoan,660162,2018,.400,.314,.714,91,15.4,36.4,9.6,44.2,
Ohtani, Shohei,660271,2018,.564,.360,.924,92.9,12.3,35.6,16.4,50.4,
Acuna Jr., Ronald,660670,2018,.552,.366,.917,90.9,13.1,33.9,13.1,46.3,
Tucker, Kyle,663656,2018,.203,.236,.439,90.7,15.5,21.6,3.9,45.1,
Happ, Ian,664023,2018,.408,.353,.761,90,14.1,39.2,12.2,40.5,
Lowe, Brandon,664040,2018,.450,.324,.774,89.8,14.3,31.5,10.9,43.5,
Bader, Harrison,664056,2018,.422,.333,.755,87.1,13.7,35,7.3,30.4,
Stevenson, Andrew,664057,2018,.320,.302,.622,88.6,7.7,32.1,3.6,35.2,
Fletcher, David,664058,2018,.363,.313,.675,84,13.4,35.7,0.4,20.4,
Kingery, Scott,664068,2018,.338,.267,.605,86.2,17.4,38.4,5.1,31.5,
Soto, Juan,665742,2018,.517,.405,.922,90.4,6.1,29.7,9.5,42,
Gurriel Jr., Lourdes,666971,2018,.446,.308,.754,91.1,11.1,35.2,7.8,45.6,
Pujols, Albert,405395,2020,.395,.270,.665,88.6,16.4,30.5,5.5,34.4,
Cabrera, Miguel,408234,2020,.417,.329,.746,93.2,12.1,36.8,9.7,49.7,
Mathis, Jeff,425772,2020,.355,.221,.575,89.6,20.6,43.6,7.7,41,
Choo, Shin-Soo,425783,2020,.400,.323,.723,90,11.4,38,10.1,35.4,
Molina, Yadier,425877,2020,.359,.301,.660,84.7,12.3,38.9,2.4,25.4,
Cano, Robinson,429664,2020,.544,.352,.896,90.4,6.2,31.8,7.4,46.6,
Encarnacion, Edwin,429665,2020,.377,.249,.626,85.4,22.8,29.2,13.2,33,
Kendrick III, Howie,435062,2020,.385,.320,.705,88.8,7.3,39.5,6.6,39.5,
Suzuki, Kurt,435559,2020,.396,.349,.745,83.9,18,31.6,3.2,24.2,
Cruz Jr., Nelson,443558,2020,.595,.397,.992,91.6,9.4,39.4,15,47.2,
Peralta, David,444482,2020,.433,.339,.773,89.2,6.4,29.4,5,36.3,
Jay, Jon,445055,2020,.240,.211,.451,84.8,12.4,41.5,4.9,26.8,
Longoria, Evan,446334,2020,.425,.297,.722,91.7,10.7,29.9,11.5,45.2,
Davis, Chris,448801,2020,.173,.164,.337,85.8,6.2,25.7,2.9,22.9,
Fowler, Dexter,451594,2020,.389,.317,.706,84.5,11.2,33.9,4.8,27.4,
Flowers, Tyler,452095,2020,.348,.325,.673,93,16.2,48.6,8.6,45.7,
Pence, Hunter,452254,2020,.250,.161,.411,87.6,4.2,32.4,8.1,45.9,
Cabrera, Asdrubal,452678,2020,.447,.305,.753,89.5,13.7,30.5,6.5,38.3,
Blackmon, Charlie,453568,2020,.448,.356,.804,86.9,13.5,38.5,4.9,29.7,
Frazier, Todd,453943,2020,.382,.302,.684,87.8,20.5,33,5.2,31.3,
Maldonado, Martin,455117,2020,.378,.345,.723,86.1,19.1,38.4,8.1,26.7,
Chirinos, Robinson,455139,2020,.243,.232,.475,84.5,13.8,25.9,1.9,24.1,
Markakis, Nick,455976,2020,.392,.312,.704,89,9.5,35.5,1.9,42.1,
Solano, Donovan,456781,2020,.463,.365,.828,88.5,15.5,43.4,4.6,34.9,
McCutchen, Andrew,457705,2020,.433,.324,.757,89.7,18.2,36.5,8.2,41.2,
Upton, Justin,457708,2020,.422,.289,.711,91.7,18.6,25.7,8.6,43.8,
Maybin, Cameron,457727,2020,.387,.307,.694,87.8,8.9,26.5,5.9,35.3,
Turner, Justin,457759,2020,.460,.400,.860,90.3,17.5,40.8,11.2,44,
Bruce, Jay,457803,2020,.469,.252,.721,89,15.3,31.9,9.7,38.9,
Votto, Joey,458015,2020,.446,.354,.800,87.4,15.4,36.4,9.1,35.7,
Gardner, Brett,458731,2020,.392,.354,.747,89.2,15,35.4,5.2,36.5,
Joyce, Matt,459964,2020,.331,.351,.682,86.7,12.5,36.8,3.4,32.2,
Braun, Ryan,460075,2020,.488,.277,.765,89.8,15.3,35.9,11.7,40.8,
Gordon, Alex,460086,2020,.307,.299,.606,82.8,11.6,34.1,3.2,25.4,
Kemp, Matt,461314,2020,.419,.326,.745,85.3,11.9,38.2,7.9,28.9,
Andrus, Elvis,462101,2020,.330,.252,.582,88.5,9.2,28.4,5.7,37.5,
Cervelli, Francisco,465041,2020,.453,.355,.808,89,13.3,38.5,7.7,38.5,
Sandoval, Pablo,467055,2020,.262,.287,.549,91.9,8,28.8,3,51.5,
Ramos, Wilson,467092,2020,.387,.297,.684,89,6.5,26.8,7.1,42,
